p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
2.37839943160181e-29	0.160375531812348	0.998	0.993	7.31334041223241e-25	cko	ENSMUSG00000060126.Tpt1
6.18333324926735e-29	0.201592048790801	0.953	0.923	1.90131314081722e-24	cko	ENSMUSG00000036751.Cox6b1
1.04690673362701e-28	0.210454104988168	0.897	0.866	3.21913351522968e-24	cko	ENSMUSG00000090553.Snrpe
1.12812463092741e-28	0.271929277955055	0.896	0.857	3.46887042763868e-24	cko	ENSMUSG00000035227.Spcs2
2.58168576377811e-28	0.221270985607267	0.911	0.876	7.9384255550413e-24	cko	ENSMUSG00000022400.Rbx1
3.03583008488274e-28	0.249820418746871	0.896	0.851	9.33487392800593e-24	cko	ENSMUSG00000002014.Ssr4
3.22078486347022e-28	0.244629792724042	0.861	0.827	9.90359137668459e-24	cko	ENSMUSG00000032301.Psma4
4.25902335228396e-28	0.260176909116513	0.915	0.877	1.30960709059379e-23	cko	ENSMUSG00000032575.Manf
5.12843191102607e-28	0.138362675060344	0.989	0.974	1.57694152832141e-23	cko	ENSMUSG00000044533.Rps2
6.01457882677612e-28	0.142035886530224	0.991	0.974	1.84942284344539e-23	cko	ENSMUSG00000062006.Rpl34
6.7411850740558e-28	1.5937508001387	0.123	0.055	2.07284699842142e-23	cko	ENSMUSG00000068606.Gm4841
8.14815900276061e-28	0.193727927586621	0.91	0.867	2.50547741175886e-23	cko	ENSMUSG00000057666.Gapdh
1.60637731235515e-27	0.322756141843712	0.885	0.815	4.93944959776084e-23	cko	ENSMUSG00000075602.Ly6a
